code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000012,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000012 data quality check failed: minute trade days 39 < required 40,南  玻Ａ,2026-06-23,2026-06-22
000048,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000048 data quality check failed: minute trade days 39 < required 40,京基智农,2026-06-23,2026-06-22
000060,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000060 data quality check failed: minute trade days 39 < required 40,中金岭南,2026-06-23,2026-06-22
000070,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000070 data quality check failed: minute trade days 39 < required 40,特发信息,2026-06-23,2026-06-23
000510,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000510 data quality check failed: minute trade days 39 < required 40,新金路,2026-06-23,2026-06-22
000519,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000519 data quality check failed: minute trade days 39 < required 40,中兵红箭,2026-06-23,2026-06-22
000545,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000545 data quality check failed: minute trade days 39 < required 40,金浦钛业,2026-06-23,2026-06-22
000571,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000571 data quality check failed: minute trade days 39 < required 40,新大洲A,2026-06-23,2026-06-23
000612,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000612 data quality check failed: minute trade days 39 < required 40,焦作万方,2026-06-23,2026-06-22
000657,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000657 data quality check failed: minute trade days 39 < required 40,中钨高新,2026-06-23,2026-06-22
000682,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000682 data quality check failed: minute trade days 39 < required 40,东方电子,2026-06-23,2026-06-22
000751,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000751 data quality check failed: minute trade days 39 < required 40,锌业股份,2026-06-23,2026-06-22
000776,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000776 data quality check failed: minute trade days 39 < required 40,广发证券,2026-06-23,2026-06-22
000783,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000783 data quality check failed: minute trade days 39 < required 40,长江证券,2026-06-23,2026-06-23
000811,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000811 data quality check failed: minute trade days 39 < required 40,冰轮环境,2026-06-23,2026-06-22
000823,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000823 data quality check failed: minute trade days 39 < required 40,超声电子,2026-06-23,2026-06-22
000833,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000833 data quality check failed: minute trade days 39 < required 40,粤桂股份,2026-06-23,2026-06-22
000960,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000960 data quality check failed: minute trade days 39 < required 40,锡业股份,2026-06-23,2026-06-22
000962,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000962 data quality check failed: minute trade days 39 < required 40,东方钽业,2026-06-23,2026-06-22
000987,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,000987 data quality check failed: minute trade days 39 < required 40,越秀资本,2026-06-23,2026-06-22
001296,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.05000000000000071,False,"minute trade days 39 < required 40; daily/minute close cross-check failed: matched=39, max_diff=0.05000000000000071","001296 data quality check failed: minute trade days 39 < required 40; daily/minute close cross-check failed: matched=39, max_diff=0.05000000000000071",长江材料,2026-06-23,2026-06-22
001359,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,001359 data quality check failed: minute trade days 39 < required 40,平安电工,2026-06-23,2026-06-22
002057,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002057 data quality check failed: minute trade days 39 < required 40,中钢天源,2026-06-23,2026-06-22
002068,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002068 data quality check failed: minute trade days 39 < required 40,黑猫股份,2026-06-23,2026-06-23
002114,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002114 data quality check failed: minute trade days 39 < required 40,罗平锌电,2026-06-23,2026-06-22
002167,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002167 data quality check failed: minute trade days 39 < required 40,东方锆业,2026-06-23,2026-06-23
002258,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.02999999999999936,False,"minute trade days 39 < required 40; daily/minute close cross-check failed: matched=39, max_diff=0.02999999999999936","002258 data quality check failed: minute trade days 39 < required 40; daily/minute close cross-check failed: matched=39, max_diff=0.02999999999999936",利尔化学,2026-06-23,2026-06-22
002297,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002297 data quality check failed: minute trade days 39 < required 40,博云新材,2026-06-23,2026-06-22
002312,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002312 data quality check failed: minute trade days 39 < required 40,川发龙蟒,2026-06-23,2026-06-22
002346,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002346 data quality check failed: minute trade days 39 < required 40,柘中股份,2026-06-23,2026-06-22
002354,failed,cache,sina_5m,False,40,180,180,1826,39,40,2026-04-23 00:00:00,2026-06-23 00:00:00,2026-04-24 14:55:00,2026-06-23 15:00:00,True,,1,0,0,0,0,39,0.0,True,minute trade days 39 < required 40,002354 data quality check failed: minute trade days 39 < required 40,天娱数科,2026-06-23,2026-06-22
