trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,active_cooling_score,support_score,theme_score,trend_hold_score,entry_width_score,low_absorb_width_pct,invalid_distance_pct,d1_low_ma10_pct,d1_close_ma10_pct,d1_close_vwap_pct,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-16,000032,深桑达Ａ,2026-06-16,0,2,WATCH_ONLY,False,zero,79.8,78.0,84.0,70.0,91.0,70.0,95.0,75.0,3.1716,9.0869,20.4246,31.3253,2.4614,A,20.81,21.47,20.81,"{""d1_low"": 20.99, ""d1_open"": 21.47, ""d1_close"": 22.89, ""d1_vwap"": 22.338936502586606, ""prev_close"": 20.81, ""ma5"": 19.092000000000002, ""ma10"": 17.43, ""d1_intraday_vwap"": 22.340130898325242, ""d1_first_5m_low"": 20.99, ""low_absorb_min"": 20.81, ""low_absorb_max"": 21.47, ""invalid_price"": 20.81}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专业工程 7 家; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=3.17; factor: invalid_distance_pct=9.09; factor: d1_low_ma10_pct=20.42; factor: d1_close_ma10_pct=31.33; factor: d1_close_vwap_pct=2.46; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-16,000099,中信海直,2026-06-12,4,1,WATCH_ONLY,False,zero,59.1,58.0,42.0,70.0,19.0,45.0,75.0,75.0,2.627,0.5959,2.8931,3.51,-0.2061,C,16.68,17.13,16.68,"{""d1_low"": 16.68, ""d1_open"": 16.99, ""d1_close"": 16.78, ""d1_vwap"": 16.812119567965627, ""prev_close"": 17.13, ""ma5"": 16.798, ""ma10"": 16.211000000000002, ""d1_intraday_vwap"": 16.814654580004543, ""d1_first_5m_low"": 16.82, ""low_absorb_min"": 16.68, ""low_absorb_max"": 17.13, ""invalid_price"": 16.68}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; theme: 涨停池中同题材联动偏弱; factor: active_cooling_score=70.00; factor: trend_hold_score=75.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.63; factor: invalid_distance_pct=0.60; factor: d1_low_ma10_pct=2.89; factor: d1_close_ma10_pct=3.51; factor: d1_close_vwap_pct=-0.21; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分严重不足
2026-06-16,000151,中成股份,2026-06-12,4,1,WATCH_ONLY,False,zero,55.7,50.0,70.0,85.0,47.0,45.0,75.0,45.0,4.5424,2.2901,1.7268,4.111,-0.2959,B,14.08,14.75,14.08,"{""d1_low"": 14.08, ""d1_open"": 14.2, ""d1_close"": 14.41, ""d1_vwap"": 14.448681663872296, ""prev_close"": 14.75, ""ma5"": 13.803999999999998, ""ma10"": 13.841, ""d1_intraday_vwap"": 14.452764293785092, ""d1_first_5m_low"": 14.2, ""low_absorb_min"": 14.08, ""low_absorb_max"": 14.75, ""invalid_price"": 14.08}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active_raw: D1 成交额温和放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 涨停池中同题材联动偏弱; factor: active_cooling_score=85.00; factor: trend_hold_score=75.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.54; factor: invalid_distance_pct=2.29; factor: d1_low_ma10_pct=1.73; factor: d1_close_ma10_pct=4.11; factor: d1_close_vwap_pct=-0.30; soft_filter: 低吸区间/失效距离偏宽，降权处理; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-16,000506,招金黄金,2026-06-15,1,1,D2_WATCH_OR_SMALL,True,small,60.2,50.0,80.0,70.0,47.0,60.0,90.0,60.0,3.5517,3.1579,6.3507,9.8187,-0.369,B,14.72,15.256299739249455,14.72,"{""d1_low"": 14.72, ""d1_open"": 15.11, ""d1_close"": 15.2, ""d1_vwap"": 15.251369254238798, ""prev_close"": 15.1, ""ma5"": 13.852, ""ma10"": 13.841, ""d1_intraday_vwap"": 15.256299739249455, ""d1_first_5m_low"": 15.0, ""low_absorb_min"": 14.72, ""low_absorb_max"": 15.256299739249455, ""invalid_price"": 14.72}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active_raw: D1 成交额显著放大; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材有联动: 贵金属 2 家; factor: active_cooling_score=70.00; factor: trend_hold_score=90.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=3.55; factor: invalid_distance_pct=3.16; factor: d1_low_ma10_pct=6.35; factor: d1_close_ma10_pct=9.82; factor: d1_close_vwap_pct=-0.37
2026-06-16,000510,新金路,2026-06-15,1,1,D2_LOW_ABSORB,True,normal,76.6,70.0,84.0,70.0,91.0,70.0,95.0,75.0,3.2379,7.146,13.7211,22.2435,1.6333,A,21.31,22.0,21.31,"{""d1_low"": 21.35, ""d1_open"": 22.0, ""d1_close"": 22.95, ""d1_vwap"": 22.578427653202063, ""prev_close"": 21.31, ""ma5"": 19.45, ""ma10"": 18.774, ""d1_intraday_vwap"": 22.58118353438354, ""d1_first_5m_low"": 21.35, ""low_absorb_min"": 21.31, ""low_absorb_max"": 22.0, ""invalid_price"": 21.31}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学原料 7 家; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=3.24; factor: invalid_distance_pct=7.15; factor: d1_low_ma10_pct=13.72; factor: d1_close_ma10_pct=22.24; factor: d1_close_vwap_pct=1.63
2026-06-16,000547,航天发展,2026-06-12,4,1,WATCH_ONLY,False,zero,44.35,20.0,42.0,70.0,21.0,70.0,60.0,75.0,2.8414,1.6333,-0.1261,0.681,-0.7361,C,19.634000000000004,20.2,19.634000000000004,"{""d1_low"": 19.8, ""d1_open"": 20.2, ""d1_close"": 19.96, ""d1_vwap"": 20.103322987897087, ""prev_close"": 19.92, ""ma5"": 19.634000000000004, ""ma10"": 19.825, ""d1_intraday_vwap"": 20.108015984146768, ""d1_first_5m_low"": 20.02, ""low_absorb_min"": 19.634000000000004, ""low_absorb_max"": 20.2, ""invalid_price"": 19.634000000000004}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 军工电子 6 家; factor: active_cooling_score=70.00; factor: trend_hold_score=60.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.84; factor: invalid_distance_pct=1.63; factor: d1_low_ma10_pct=-0.13; factor: d1_close_ma10_pct=0.68; factor: d1_close_vwap_pct=-0.74; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足
2026-06-16,000630,铜陵有色,2026-06-12,4,1,WATCH_ONLY,False,zero,79.45,82.0,70.0,85.0,79.0,70.0,95.0,60.0,3.6554,2.5099,9.2362,12.0485,0.3581,A,7.38,7.66,7.38,"{""d1_low"": 7.38, ""d1_open"": 7.56, ""d1_close"": 7.57, ""d1_vwap"": 7.539750883827017, ""prev_close"": 7.66, ""ma5"": 7.025999999999999, ""ma10"": 6.756, ""d1_intraday_vwap"": 7.542989015843105, ""d1_first_5m_low"": 7.38, ""low_absorb_min"": 7.38, ""low_absorb_max"": 7.66, ""invalid_price"": 7.38}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active_raw: D1 成交额温和放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 工业金属 19 家; factor: active_cooling_score=85.00; factor: trend_hold_score=95.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=3.66; factor: invalid_distance_pct=2.51; factor: d1_low_ma10_pct=9.24; factor: d1_close_ma10_pct=12.05; factor: d1_close_vwap_pct=0.36; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-16,000737,北方铜业,2026-06-12,4,1,WATCH_ONLY,False,zero,49.65,20.0,42.0,70.0,29.0,70.0,90.0,75.0,2.656,0.3399,6.0168,6.3784,-0.5138,C,14.66,15.06,14.66,"{""d1_low"": 14.66, ""d1_open"": 14.8, ""d1_close"": 14.71, ""d1_vwap"": 14.780264959922167, ""prev_close"": 15.06, ""ma5"": 13.862, ""ma10"": 13.828, ""d1_intraday_vwap"": 14.785974398448724, ""d1_first_5m_low"": 14.68, ""low_absorb_min"": 14.66, ""low_absorb_max"": 15.06, ""invalid_price"": 14.66}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; theme: 所属行业/题材涨停家数较多: 工业金属 19 家; factor: active_cooling_score=70.00; factor: trend_hold_score=90.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.66; factor: invalid_distance_pct=0.34; factor: d1_low_ma10_pct=6.02; factor: d1_close_ma10_pct=6.38; factor: d1_close_vwap_pct=-0.51; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足
2026-06-16,000751,锌业股份,2026-06-12,4,1,WATCH_ONLY,False,zero,56.25,32.0,42.0,70.0,47.0,70.0,90.0,75.0,3.3395,0.9506,4.5135,5.5165,-0.114,B,5.21,5.39,5.21,"{""d1_low"": 5.21, ""d1_open"": 5.3, ""d1_close"": 5.26, ""d1_vwap"": 5.264157937715296, ""prev_close"": 5.39, ""ma5"": 4.986, ""ma10"": 4.985, ""d1_intraday_vwap"": 5.266002471343499, ""d1_first_5m_low"": 5.23, ""low_absorb_min"": 5.21, ""low_absorb_max"": 5.39, ""invalid_price"": 5.21}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active_raw: D1 成交额放大不足; active_raw: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材涨停家数较多: 工业金属 19 家; factor: active_cooling_score=70.00; factor: trend_hold_score=90.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=3.34; factor: invalid_distance_pct=0.95; factor: d1_low_ma10_pct=4.51; factor: d1_close_ma10_pct=5.52; factor: d1_close_vwap_pct=-0.11; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分严重不足
2026-06-16,000758,中色股份,2026-06-12,4,1,WATCH_ONLY,False,zero,69.7,52.0,70.0,85.0,79.0,70.0,95.0,75.0,2.9086,1.4065,4.2534,5.7406,0.0162,A,7.01,7.22,7.01,"{""d1_low"": 7.01, ""d1_open"": 7.1, ""d1_close"": 7.11, ""d1_vwap"": 7.108250106142867, ""prev_close"": 7.22, ""ma5"": 6.796000000000001, ""ma10"": 6.723999999999999, ""d1_intraday_vwap"": 7.1088514917732315, ""d1_first_5m_low"": 7.01, ""low_absorb_min"": 7.01, ""low_absorb_max"": 7.22, ""invalid_price"": 7.01}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; active_raw: D1 成交额温和放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 工业金属 19 家; factor: active_cooling_score=85.00; factor: trend_hold_score=95.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.91; factor: invalid_distance_pct=1.41; factor: d1_low_ma10_pct=4.25; factor: d1_close_ma10_pct=5.74; factor: d1_close_vwap_pct=0.02; hard_filter: 涨停后 4 天，分歧时效已过
