event_id,code,signal_date,board,board_streak_before_break,representation,model_stage,run_type,lambda,score,rank,repair_rank_target,raw_repair_return,capped_opportunity_return_7,target7,fold_test_signal_date,fold_train_signal_dates,fold_train_max_signal_date,model_status
600707_2026-06-18,600707,2026-06-18,2,2,CS_RANK,M1,REAL,10,0.438224199937,15,0.9,0.109845402766,0.07,1,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
002491_2026-06-22,002491,2026-06-22,2,2,CS_RANK,M1,REAL,10,0.53776323837,1,0.5,0.0711188204683,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002989_2026-06-22,002989,2026-06-22,3,3,CS_RANK,M1,REAL,10,0.51972771421,2,0.214285714286,0.0214190093708,0.0214190093708,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
603261_2026-06-22,603261,2026-06-22,2,2,CS_RANK,M1,REAL,10,0.508785692339,3,0.928571428571,0.193737328227,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002579_2026-06-22,002579,2026-06-22,2,2,CS_RANK,M1,REAL,10,0.489858438086,4,0.0714285714286,-0.0383309073265,-0.0383309073265,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002141_2026-06-22,002141,2026-06-22,3,3,CS_RANK,M1,REAL,10,0.489707512096,5,0.642857142857,0.0746268656716,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
001339_2026-06-22,001339,2026-06-22,2,2,CS_RANK,M1,REAL,10,0.473615522286,6,0.357142857143,0.0626988437961,0.0626988437961,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
603324_2026-06-22,603324,2026-06-22,2,2,CS_RANK,M1,REAL,10,0.467744471453,7,0.785714285714,0.106767652089,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002297_2026-06-23,002297,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.547747073428,1,0.892857142857,0.132492113565,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
000811_2026-06-23,000811,2026-06-23,3,3,CS_RANK,M1,REAL,10,0.530432437945,2,0.964285714286,0.219968087531,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
600769_2026-06-23,600769,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.52716577599,3,0.0357142857143,0.00775547445255,0.00775547445255,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603663_2026-06-23,603663,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.523267865538,4,0.25,0.0294117647059,0.0294117647059,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603082_2026-06-23,603082,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.518790133012,5,0.107142857143,0.0208955223881,0.0208955223881,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002805_2026-06-23,002805,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.513999208552,6,0.321428571429,0.0302405498282,0.0302405498282,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002655_2026-06-23,002655,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.513539785883,7,0.821428571429,0.112807463953,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
003031_2026-06-23,003031,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.507861046701,8,0.464285714286,0.0645161290323,0.0645161290323,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
000657_2026-06-23,000657,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.498952921021,9,0.607142857143,0.0773082315241,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603380_2026-06-23,603380,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.487736607665,10,0.75,0.108924806746,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002842_2026-06-23,002842,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.473205999714,11,0.678571428571,0.0887335874629,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
600162_2026-06-23,600162,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.469161049093,12,0.535714285714,0.0704960835509,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
001296_2026-06-23,001296,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.465887940951,13,0.178571428571,0.0229293401965,0.0229293401965,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002354_2026-06-23,002354,2026-06-23,2,2,CS_RANK,M1,REAL,10,0.447246361787,14,0.392857142857,0.0438489646772,0.0438489646772,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603757_2026-06-24,603757,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.545145098096,1,0.633333333333,0.0516980613227,0.0516980613227,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600851_2026-06-24,600851,2026-06-24,3,3,CS_RANK,M1,REAL,10,0.535423245638,2,0.0333333333333,-0.036815920398,-0.036815920398,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000070_2026-06-24,000070,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.531586974979,3,0.233333333333,-0.0225029609159,-0.0225029609159,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600172_2026-06-24,600172,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.519939195221,4,0.7,0.0564468211527,0.0564468211527,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002068_2026-06-24,002068,2026-06-24,3,3,CS_RANK,M1,REAL,10,0.518655604324,5,0.766666666667,0.0647138964578,0.0647138964578,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
601869_2026-06-24,601869,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.509304185131,6,0.166666666667,-0.0267558528428,-0.0267558528428,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000783_2026-06-24,000783,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.505316622379,7,0.9,0.091103965702,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
605580_2026-06-24,605580,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.496506964488,8,0.366666666667,-0.00604026845638,-0.00604026845638,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000571_2026-06-24,000571,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.4944067908,9,0.833333333333,0.079674796748,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
605377_2026-06-24,605377,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.483613564615,10,0.3,-0.0173913043478,-0.0173913043478,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600400_2026-06-24,600400,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.480646953375,11,0.966666666667,0.100323624595,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002830_2026-06-24,002830,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.478696426479,12,0.1,-0.0324971493729,-0.0324971493729,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600470_2026-06-24,600470,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.474656213094,13,0.5,0.0189873417722,0.0189873417722,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600322_2026-06-24,600322,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.46954768597,14,0.433333333333,0.0181818181818,0.0181818181818,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002672_2026-06-24,002672,2026-06-24,2,2,CS_RANK,M1,REAL,10,0.466506630778,15,0.566666666667,0.0512129380054,0.0512129380054,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600909_2026-06-25,600909,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.539698674174,1,0.611111111111,0.07,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
605069_2026-06-25,605069,2026-06-25,3,3,CS_RANK,M1,REAL,10,0.535177335707,2,0.722222222222,0.108333333333,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
603938_2026-06-25,603938,2026-06-25,3,3,CS_RANK,M1,REAL,10,0.510959755101,3,0.944444444444,0.174225028703,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002631_2026-06-25,002631,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.500242315322,4,0.5,0.0383838383838,0.0383838383838,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
600379_2026-06-25,600379,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.499370846198,5,0.166666666667,-0.0113182423435,-0.0113182423435,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002584_2026-06-25,002584,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.492851537999,6,0.388888888889,0.0383064516129,0.0383064516129,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
000566_2026-06-25,000566,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.478661902654,7,0.277777777778,-0.0021978021978,-0.0021978021978,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002580_2026-06-25,002580,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.474412741186,8,0.0555555555556,-0.12269446672,-0.12269446672,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002687_2026-06-25,002687,2026-06-25,2,2,CS_RANK,M1,REAL,10,0.460961785013,9,0.833333333333,0.134703196347,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
600667_2026-06-26,600667,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.545785329602,1,0.708333333333,0.0668103448276,0.0668103448276,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002990_2026-06-26,002990,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.536312442785,2,0.958333333333,0.086383601757,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603989_2026-06-26,603989,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.535481221978,3,0.208333333333,-0.0419642857143,-0.0419642857143,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002080_2026-06-26,002080,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.520518925949,4,0.0416666666667,-0.0525252525253,-0.0525252525253,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600584_2026-06-26,600584,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.509423418147,5,0.458333333333,0.0200970873786,0.0200970873786,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603713_2026-06-26,603713,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.506678625706,6,0.291666666667,-0.0293809024134,-0.0293809024134,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600141_2026-06-26,600141,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.497992946983,7,0.125,-0.0441767068273,-0.0441767068273,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603678_2026-06-26,603678,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.484728675579,8,0.541666666667,0.0416001963431,0.0416001963431,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603929_2026-06-26,603929,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.476793062089,9,0.625,0.0476785648642,0.0476785648642,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002025_2026-06-26,002025,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.474148574233,10,0.791666666667,0.0701369863014,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
000818_2026-06-26,000818,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.472801033313,11,0.875,0.0779510022272,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002254_2026-06-26,002254,2026-06-26,2,2,CS_RANK,M1,REAL,10,0.46121896237,12,0.375,-0.025974025974,-0.025974025974,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600228_2026-06-29,600228,2026-06-29,3,3,CS_RANK,M1,REAL,10,0.549523922332,1,0.1,-0.0793172690763,-0.0793172690763,0,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
000823_2026-06-29,000823,2026-06-29,3,3,CS_RANK,M1,REAL,10,0.499480393906,2,0.7,0.0925280681378,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
002965_2026-06-29,002965,2026-06-29,2,2,CS_RANK,M1,REAL,10,0.482556639941,3,0.9,0.100767366721,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
002141_2026-06-29,002141,2026-06-29,2,2,CS_RANK,M1,REAL,10,0.482538160808,4,0.3,0.0196078431373,0.0196078431373,0,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
600962_2026-06-29,600962,2026-06-29,2,2,CS_RANK,M1,REAL,10,0.476816789742,5,0.5,0.0751028806584,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
601133_2026-06-30,601133,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.543324939581,1,0.0714285714286,-0.0627906976744,-0.0627906976744,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
603650_2026-06-30,603650,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.530213600523,2,0.785714285714,0.0474406991261,0.0474406991261,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
603163_2026-06-30,603163,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.499461772226,3,0.214285714286,-0.0287162162162,-0.0287162162162,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
603956_2026-06-30,603956,2026-06-30,3,3,CS_RANK,M1,REAL,10,0.496891875242,4,0.5,0.0395387149918,0.0395387149918,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
603155_2026-06-30,603155,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.484289641336,5,0.928571428571,0.112028725314,0.07,1,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
002180_2026-06-30,002180,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.47404016002,6,0.357142857143,0.019452887538,0.019452887538,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
002568_2026-06-30,002568,2026-06-30,2,2,CS_RANK,M1,REAL,10,0.473646478002,7,0.642857142857,0.0430678466077,0.0430678466077,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
002208_2026-05-20,002208,2026-05-20,2,2,RAW,M0,REAL,10,0.55143117834,1,0.05,-0.0725490196078,-0.0725490196078,0,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
603115_2026-05-20,603115,2026-05-20,2,2,RAW,M0,REAL,10,0.544012336445,2,0.95,0.205409887035,0.07,1,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
603311_2026-05-20,603311,2026-05-20,3,3,RAW,M0,REAL,10,0.543045582047,3,0.85,0.172352523099,0.07,1,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
600903_2026-05-20,600903,2026-05-20,2,2,RAW,M0,REAL,10,0.520765833179,4,0.75,0.145317545748,0.07,1,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
603989_2026-05-20,603989,2026-05-20,2,2,RAW,M0,REAL,10,0.505535011547,5,0.65,0.11015625,0.07,1,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
002552_2026-05-20,002552,2026-05-20,2,2,RAW,M0,REAL,10,0.491103726976,6,0.55,0.0844226579521,0.07,1,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
605218_2026-05-20,605218,2026-05-20,2,2,RAW,M0,REAL,10,0.482346415999,7,0.15,-0.0201499531396,-0.0201499531396,0,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
600850_2026-05-20,600850,2026-05-20,2,2,RAW,M0,REAL,10,0.480446195125,8,0.45,0.038338658147,0.038338658147,0,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
603206_2026-05-20,603206,2026-05-20,2,2,RAW,M0,REAL,10,0.469161791671,9,0.25,-0.00410888546482,-0.00410888546482,0,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
600758_2026-05-20,600758,2026-05-20,2,2,RAW,M0,REAL,10,0.464424510946,10,0.35,0.0168067226891,0.0168067226891,0,2026-05-20,10,2026-05-19,CAPABILITY_SCREEN_ONLY
605288_2026-05-21,605288,2026-05-21,2,2,RAW,M0,REAL,10,0.549353365547,1,0.416666666667,0.0422794117647,0.0422794117647,0,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
603938_2026-05-21,603938,2026-05-21,3,3,RAW,M0,REAL,10,0.497198225176,2,0.0833333333333,-0.0416666666667,-0.0416666666667,0,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
000417_2026-05-21,000417,2026-05-21,3,3,RAW,M0,REAL,10,0.494396628558,3,0.75,0.101020408163,0.07,1,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
600563_2026-05-21,600563,2026-05-21,2,2,RAW,M0,REAL,10,0.479228681936,4,0.916666666667,0.103625,0.07,1,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
002272_2026-05-21,002272,2026-05-21,3,3,RAW,M0,REAL,10,0.469820586135,5,0.583333333333,0.0904325032765,0.07,1,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
002782_2026-05-21,002782,2026-05-21,2,2,RAW,M0,REAL,10,0.466153081427,6,0.25,0.039652173913,0.039652173913,0,2026-05-21,11,2026-05-20,CAPABILITY_SCREEN_ONLY
003004_2026-05-22,003004,2026-05-22,2,2,RAW,M0,REAL,10,0.506410120192,1,0.5,0.126801152738,0.07,1,2026-05-22,12,2026-05-21,CAPABILITY_SCREEN_ONLY
600611_2026-05-25,600611,2026-05-25,3,3,RAW,M0,REAL,10,0.525453406409,1,0.0625,-0.0594227504244,-0.0594227504244,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
002442_2026-05-25,002442,2026-05-25,3,3,RAW,M0,REAL,10,0.507022139472,2,0.1875,0.00251256281407,0.00251256281407,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
000725_2026-05-25,000725,2026-05-25,2,2,RAW,M0,REAL,10,0.50539835756,3,0.9375,0.166666666667,0.07,1,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
000012_2026-05-25,000012,2026-05-25,2,2,RAW,M0,REAL,10,0.497189457444,4,0.8125,0.0617848970252,0.0617848970252,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
002036_2026-05-25,002036,2026-05-25,2,2,RAW,M0,REAL,10,0.489426219175,5,0.4375,0.0373563218391,0.0373563218391,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
001225_2026-05-25,001225,2026-05-25,2,2,RAW,M0,REAL,10,0.476769320726,6,0.6875,0.0492430833478,0.0492430833478,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
600303_2026-05-25,600303,2026-05-25,2,2,RAW,M0,REAL,10,0.476402470302,7,0.3125,0.00546448087432,0.00546448087432,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
002931_2026-05-25,002931,2026-05-25,2,2,RAW,M0,REAL,10,0.465252969069,8,0.5625,0.0478995504573,0.0478995504573,0,2026-05-25,13,2026-05-22,CAPABILITY_SCREEN_ONLY
000636_2026-05-26,000636,2026-05-26,2,2,RAW,M0,REAL,10,0.528893902254,1,0.972222222222,0.158095238095,0.07,1,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
603256_2026-05-26,603256,2026-05-26,2,2,RAW,M0,REAL,10,0.523105641901,2,0.75,0.0785286103542,0.07,1,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
603663_2026-05-26,603663,2026-05-26,2,2,RAW,M0,REAL,10,0.521453515066,3,0.861111111111,0.123469387755,0.07,1,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
603936_2026-05-26,603936,2026-05-26,2,2,RAW,M0,REAL,10,0.518394898679,4,0.361111111111,0.00308641975309,0.00308641975309,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002938_2026-05-26,002938,2026-05-26,2,2,RAW,M0,REAL,10,0.515374952432,5,0.194444444444,-0.0224137931034,-0.0224137931034,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002432_2026-05-26,002432,2026-05-26,2,2,RAW,M0,REAL,10,0.510386936783,6,0.138888888889,-0.0606593406593,-0.0606593406593,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002741_2026-05-26,002741,2026-05-26,2,2,RAW,M0,REAL,10,0.505879459498,7,0.805555555556,0.120460266091,0.07,1,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
600186_2026-05-26,600186,2026-05-26,2,2,RAW,M0,REAL,10,0.504423995334,8,0.0277777777778,-0.12433661865,-0.12433661865,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
605580_2026-05-26,605580,2026-05-26,2,2,RAW,M0,REAL,10,0.499640463557,9,0.916666666667,0.1272,0.07,1,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002421_2026-05-26,002421,2026-05-26,2,2,RAW,M0,REAL,10,0.497267616173,10,0.583333333333,0.0553191489362,0.0553191489362,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
603001_2026-05-26,603001,2026-05-26,2,2,RAW,M0,REAL,10,0.491134457523,11,0.305555555556,0.000943396226415,0.000943396226415,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
600234_2026-05-26,600234,2026-05-26,2,2,RAW,M0,REAL,10,0.485539540512,12,0.0833333333333,-0.0880968392737,-0.0880968392737,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
603661_2026-05-26,603661,2026-05-26,3,3,RAW,M0,REAL,10,0.481586217185,13,0.25,-0.00778097982709,-0.00778097982709,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002897_2026-05-26,002897,2026-05-26,2,2,RAW,M0,REAL,10,0.48141683487,14,0.472222222222,0.0274577102231,0.0274577102231,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
600503_2026-05-26,600503,2026-05-26,2,2,RAW,M0,REAL,10,0.47636037637,15,0.527777777778,0.0321428571429,0.0321428571429,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002980_2026-05-26,002980,2026-05-26,2,2,RAW,M0,REAL,10,0.470900369771,16,0.638888888889,0.0574722997928,0.0574722997928,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
002975_2026-05-26,002975,2026-05-26,2,2,RAW,M0,REAL,10,0.459700525608,17,0.694444444444,0.0652070442646,0.0652070442646,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
600539_2026-05-26,600539,2026-05-26,2,2,RAW,M0,REAL,10,0.457780600404,18,0.416666666667,0.0260869565217,0.0260869565217,0,2026-05-26,14,2026-05-25,CAPABILITY_SCREEN_ONLY
003036_2026-05-27,003036,2026-05-27,2,2,RAW,M0,REAL,10,0.555953059524,1,0.95,0.244761904762,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002185_2026-05-27,002185,2026-05-27,2,2,RAW,M0,REAL,10,0.527056795236,2,0.35,0.0669975186104,0.0669975186104,0,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002552_2026-05-27,002552,2026-05-27,3,3,RAW,M0,REAL,10,0.520305286976,3,0.85,0.222996515679,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
600584_2026-05-27,600584,2026-05-27,2,2,RAW,M0,REAL,10,0.511868171267,4,0.45,0.0814359715697,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002957_2026-05-27,002957,2026-05-27,2,2,RAW,M0,REAL,10,0.509541619491,5,0.65,0.212845673506,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002585_2026-05-27,002585,2026-05-27,3,3,RAW,M0,REAL,10,0.498634015884,6,0.55,0.0986590038314,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
000510_2026-05-27,000510,2026-05-27,3,3,RAW,M0,REAL,10,0.487252154449,7,0.05,0.00334821428571,0.00334821428571,0,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
600172_2026-05-27,600172,2026-05-27,3,3,RAW,M0,REAL,10,0.483194187725,8,0.75,0.21482602118,0.07,1,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002388_2026-05-27,002388,2026-05-27,2,2,RAW,M0,REAL,10,0.473033636986,9,0.15,0.0187074829932,0.0187074829932,0,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
600520_2026-05-27,600520,2026-05-27,2,2,RAW,M0,REAL,10,0.45347682449,10,0.25,0.0330961954841,0.0330961954841,0,2026-05-27,15,2026-05-26,CAPABILITY_SCREEN_ONLY
002771_2026-05-28,002771,2026-05-28,2,2,RAW,M0,REAL,10,0.498035065485,1,0.625,0.0943396226415,0.07,1,2026-05-28,16,2026-05-27,CAPABILITY_SCREEN_ONLY
002251_2026-05-28,002251,2026-05-28,2,2,RAW,M0,REAL,10,0.473275197437,2,0.875,0.168539325843,0.07,1,2026-05-28,16,2026-05-27,CAPABILITY_SCREEN_ONLY
000759_2026-05-28,000759,2026-05-28,2,2,RAW,M0,REAL,10,0.467142897227,3,0.375,0.0771929824561,0.07,1,2026-05-28,16,2026-05-27,CAPABILITY_SCREEN_ONLY
001257_2026-05-28,001257,2026-05-28,2,2,RAW,M0,REAL,10,0.457598647949,4,0.125,-0.0676771237222,-0.0676771237222,0,2026-05-28,16,2026-05-27,CAPABILITY_SCREEN_ONLY
603989_2026-05-29,603989,2026-05-29,2,2,RAW,M0,REAL,10,0.517578708182,1,0.166666666667,-0.0322019147084,-0.0322019147084,0,2026-05-29,17,2026-05-28,CAPABILITY_SCREEN_ONLY
002579_2026-05-29,002579,2026-05-29,3,3,RAW,M0,REAL,10,0.483448080567,2,0.833333333333,0.195852534562,0.07,1,2026-05-29,17,2026-05-28,CAPABILITY_SCREEN_ONLY
603032_2026-05-29,603032,2026-05-29,2,2,RAW,M0,REAL,10,0.44109301129,3,0.5,0.00237812128419,0.00237812128419,0,2026-05-29,17,2026-05-28,CAPABILITY_SCREEN_ONLY
000090_2026-06-01,000090,2026-06-01,2,2,RAW,M0,REAL,10,0.502139218662,1,0.125,-0.0263852242744,-0.0263852242744,0,2026-06-01,18,2026-05-29,CAPABILITY_SCREEN_ONLY
600110_2026-06-01,600110,2026-06-01,2,2,RAW,M0,REAL,10,0.49145643504,2,0.625,0.0451559934319,0.0451559934319,0,2026-06-01,18,2026-05-29,CAPABILITY_SCREEN_ONLY
